1358696180643;-0.6895301;6.0142345;6.7803793
1358696180664;-0.6895301;5.899313;6.7803793
1358696180720;-0.5363012;5.7843914;6.895301
1358696180730;-0.2681506;5.93762;7.0485296
1358696180744;-0.038307227;6.129156;7.0485296
1358696180753;0.11492168;6.435614;7.0485296
1358696180754;0.11492168;6.742072;6.8186865
1358696180755;-0.038307227;6.742072;6.4739213
1358696180765;-0.19153613;6.5122285;6.129156
1358696180767;-0.49799395;6.2057705;5.7843914
1358696180784;-0.6512228;6.090849;5.7843914
1358696180787;-0.8810662;6.090849;5.7843914
1358696180790;-0.9959879;6.090849;6.0142345
1358696180792;-0.9959879;6.090849;6.244078
1358696180793;-0.9959879;6.2823853;6.397307
1358696180795;-0.8810662;6.397307;6.397307
1358696180797;-0.8810662;6.5122285;6.397307
1358696180810;-0.8810662;6.5122285;6.5122285
1358696180811;-0.9959879;6.5122285;6.5122285
1358696180822;-1.2258313;6.2823853;6.62715
1358696180823;-1.4173673;6.129156;6.8186865
1358696180831;-1.532289;6.129156;6.933608
1358696180839;-1.532289;6.129156;6.933608
1358696180849;-1.532289;6.244078;7.086837
1358696180859;-1.532289;6.244078;7.240066
1358696180874;-1.3790601;6.244078;7.393295
1358696180892;-1.3790601;6.244078;7.623138
1358696180893;-1.3790601;6.0525417;7.8146744
1358696180930;-1.4939818;5.93762;7.8146744
1358696180933;-1.6472107;5.93762;7.661445
1358696180934;-1.6472107;6.090849;7.469909
1358696180937;-1.6472107;6.3206925;7.2783732
1358696180952;-1.532289;6.588843;7.2783732
1358696180957;-1.3790601;6.7803793;7.2783732
1358696180971;-1.3790601;6.7803793;7.393295
1358696180972;-1.3790601;6.6654572;7.5082164
1358696180982;-1.3790601;6.129156;7.623138
1358696181001;-1.4939818;5.631162;7.623138
1358696181002;-1.7238252;5.4779334;7.623138
1358696181019;-1.8770541;5.592855;7.393295
1358696181021;-1.8770541;6.0525417;7.240066
1358696181035;-1.6472107;6.8569937;7.0485296
1358696181053;-1.4173673;7.163451;6.895301
1358696181054;-1.3024457;7.163451;6.895301
1358696181072;-1.3024457;7.0102224;6.895301
1358696181073;-1.532289;6.5505357;6.895301
1358696181090;-1.532289;6.129156;6.895301
1358696181091;-1.532289;5.861006;6.895301
1358696181109;-1.4173673;5.746084;6.895301
1358696181129;-1.3024457;5.746084;7.086837
1358696181130;-1.1492168;5.93762;7.240066
1358696181132;-0.91937345;6.0525417;7.431602
1358696181144;-0.7661445;6.0525417;7.431602
1358696181161;-0.5746084;5.93762;7.661445
1358696181163;-0.4213795;5.93762;8.197746
1358696181180;-0.4213795;5.592855;8.734048
1358696181182;-0.30645782;5.133168;9.270349
1358696181197;-0.19153613;4.7500963;9.615114
1358696181236;-0.19153613;4.405331;9.615114
1358696181239;-0.19153613;4.405331;9.346963
1358696181242;-0.076614454;4.7884035;8.963891
1358696181246;-0.076614454;5.056554;8.580819
1358696181257;-0.076614454;5.363012;8.389282
1358696181261;0.076614454;5.554548;8.389282
1358696181274;0.22984336;5.554548;8.504205
1358696181275;0.22984336;5.554548;8.772355
1358696181322;0.22984336;5.439626;9.155427
1358696181325;0.22984336;5.094861;9.615114
1358696181326;0.34476504;5.3247046;9.423577
1358696181335;0.19153613;5.554548;8.734048
1358696181343;-0.038307227;5.7843914;7.967903
1358696181349;-0.30645782;5.93762;7.125144
1358696181359;-0.49799395;6.1674633;6.4739213
1358696181376;-0.49799395;6.2823853;6.4739213
1358696181394;-0.15322891;6.2823853;6.8569937
1358696181395;0.15322891;6.2823853;7.661445
1358696181412;0.34476504;6.090849;8.350975
1358696181413;0.5363012;6.090849;8.810662
1358696181431;0.5363012;5.9759274;8.810662
1358696181432;0.5363012;5.9759274;8.236053
1358696181449;0.34476504;6.244078;7.5848308
1358696181449;0.34476504;6.742072;6.8186865
1358696181466;0.34476504;7.2017584;6.3589997
1358696181491;0.49799395;7.6997523;6.129156
1358696181492;0.842759;7.8912888;6.244078
1358696181504;1.0342951;7.776367;6.4739213
1358696181505;1.2258313;7.431602;6.588843
1358696181521;1.2258313;7.086837;6.588843
1358696181524;0.8810662;6.8186865;6.397307
1358696181540;0.61291564;6.8186865;6.090849
1358696181541;0.61291564;7.0102224;5.7843914
1358696181555;0.80445176;7.3166804;5.5162406
1358696181573;1.1109096;7.5848308;5.2097826
1358696181574;1.4173673;7.73806;5.0182467
1358696181591;1.5705963;7.73806;4.903325
1358696181592;1.5705963;7.73806;4.903325
1358696181610;1.4173673;7.623138;5.094861
1358696181611;1.2641385;7.431602;5.363012
1358696181627;1.0726024;7.125144;5.6694694
1358696181649;0.842759;6.742072;5.9759274
1358696181650;0.7278373;6.62715;6.129156
1358696181651;0.842759;6.62715;6.244078
1358696181664;1.1109096;7.0485296;6.244078
1358696181681;1.4173673;7.469909;6.244078
1358696181682;1.8004396;7.5848308;6.244078
1358696181700;1.9153613;7.431602;6.397307
1358696181700;1.8004396;7.163451;6.588843
1358696181717;1.532289;6.895301;6.588843
1358696181735;1.3024457;6.895301;6.588843
1358696181735;1.0726024;6.895301;6.435614
1358696181752;1.0726024;6.895301;6.0525417
1358696181753;1.0726024;6.7803793;5.7077765
1358696181771;1.2258313;6.7803793;5.4779334
1358696181772;1.2258313;6.7803793;5.4779334
1358696181796;1.340753;6.7803793;5.592855
1358696181799;1.340753;6.7803793;5.899313
1358696181816;1.2258313;6.6654572;6.3589997
1358696181816;1.2258313;6.5505357;6.8569937
1358696181827;1.1109096;6.397307;7.240066
1358696181842;1.1109096;6.2823853;7.3549876
1358696181843;1.1109096;6.397307;7.240066
1358696181861;1.3790601;6.5505357;6.9719152
1358696181862;1.4939818;6.6654572;6.742072
1358696181879;1.4939818;6.6654572;6.62715
1358696181880;1.4939818;6.5122285;6.62715
1358696181896;1.2641385;6.3589997;6.62715
1358696181914;1.0726024;6.2057705;6.62715
1358696181914;1.0726024;6.2057705;6.62715
1358696181932;1.0726024;6.3589997;6.62715
1358696181933;1.0726024;6.4739213;6.62715
1358696181951;1.1875241;6.588843;6.8186865
1358696181951;1.1875241;6.588843;6.8186865
1358696181970;1.1875241;6.588843;6.8186865
1358696181971;1.1875241;6.7803793;6.8186865
1358696181986;1.1875241;6.933608;6.6654572
1358696182004;1.3024457;7.0485296;6.6654572
